ts,symbol,best_bid_price,best_bid_size,best_ask_price,best_ask_size
2025-12-25T20:55:07.259747,ETHUSDT,2948.06,51.20,2948.07,3.19
2025-12-25T20:55:07.770989,ETHUSDT,2948.06,49.61,2948.07,3.19
2025-12-25T20:55:08.634361,ETHUSDT,2948.06,49.61,2948.07,11.29
2025-12-25T20:55:08.654440,ETHUSDT,2948.06,49.61,2948.07,8.38
2025-12-25T20:55:08.724863,ETHUSDT,2948.06,49.62,2948.07,8.38
2025-12-25T20:55:09.232900,ETHUSDT,2948.06,49.62,2948.07,11.29
2025-12-25T20:55:09.322772,ETHUSDT,2948.06,49.62,2948.07,8.38
2025-12-25T20:55:09.611729,ETHUSDT,2948.06,49.62,2948.07,11.29
2025-12-25T20:55:09.753911,ETHUSDT,2948.06,49.62,2948.07,27.84
2025-12-25T20:55:10.430356,ETHUSDT,2948.06,49.62,2948.07,15.84
2025-12-25T20:55:10.431208,ETHUSDT,2948.06,49.62,2948.07,12.93
2025-12-25T20:55:10.543633,ETHUSDT,2948.06,49.62,2948.07,15.84
2025-12-25T20:55:10.593309,ETHUSDT,2948.06,46.45,2948.07,15.84
2025-12-25T20:55:10.633301,ETHUSDT,2948.06,46.12,2948.07,15.84
2025-12-25T20:55:11.562779,ETHUSDT,2948.06,46.12,2948.07,12.93
